0.0356	1	maze	10000
0.0356	1	maze	10000
0.0356	1	maze	10000
0.0407	1	maze	10000
0.0356	1	maze	10000
0.0343	1	maze	10000
0.0356	1	maze	10000
0.0356	1	maze	10000
0.0311	1	maze	10000
0.0356	1	maze	10000
0.048	1	maze	10000
0.0356	1	maze	10000
0.0356	1	maze	10000
0.0223	1	maze	10000
0.0673	1	maze	10000
0.0356	1	maze	10000
0.0328	1	maze	10000
0.0356	1	maze	10000
0.0356	1	maze	10000
0.0347	1	maze	10000
0.0425	1	maze	10000
0.029	1	maze	10000
0.0537	1	maze	10000
0.0356	1	maze	10000
0.0224	1	maze	10000
0.0391	1	maze	10000
0.043	1	maze	10000
0.0385	1	maze	10000
0.0646	1	maze	10000
0.0356	1	maze	10000
0.029	1	maze	10000
0.0356	1	maze	10000
0.0223	1	maze	10000
0.0245	1	maze	10000
0.0356	1	maze	10000
0.0583	1	maze	10000
0.0356	1	maze	10000
0.0711	1	maze	10000
0.0355	1	maze	10000
0.0328	1	maze	10000
0.0269	1	maze	10000
0.0643	1	maze	10000
0.061	1	maze	10000
0.039	1	maze	10000
0.0356	1	maze	10000
0.0328	1	maze	10000
0.0812	1	maze	10000
0.0291	1	maze	10000
0.0407	1	maze	10000
0.0749	1	maze	10000
0.0862	1	maze	10000
0.0691	1	maze	10000
0.0472	1	maze	10000
0.0226	1	maze	10000
0.0171	1	maze	10000
0.0562	1	maze	10000
0.0226	1	maze	10000
0.0497	1	maze	10000
0.0678	1	maze	10000
0.0367	1	maze	10000
0.0667	1	maze	10000
0.0521	1	maze	10000
0.0556	1	maze	10000
0.0522	1	maze	10000
0.0447	1	maze	10000
0.0223	1	maze	10000
0.0559	1	maze	10000
0.0356	1	maze	10000
0.0472	1	maze	10000
0.0684	1	maze	10000
0.0583	1	maze	10000
0.0514	1	maze	10000
0.0704	1	maze	10000
0.0825	1	maze	10000
0.0581	1	maze	10000
0.0245	1	maze	10000
0.0531	1	maze	10000
0.0328	1	maze	10000
0.0782	1	maze	10000
0.0596	1	maze	10000
0.0417	1	maze	10000
0.0775	1	maze	10000
0.0649	1	maze	10000
0.049	1	maze	10000
0.0673	1	maze	10000
0.0437	1	maze	10000
0.0729	1	maze	10000
0.0599	1	maze	10000
0.0782	1	maze	10000
0.0356	1	maze	10000
0.0762	1	maze	10000
0.0501	1	maze	10000
0.0279	1	maze	10000
0.0769	1	maze	10000
0.0403	1	maze	10000
0.0356	1	maze	10000
0.0864	1	maze	10000
0.0273	1	maze	10000
0.0478	1	maze	10000
0.0626	1	maze	10000
0.0356	1	maze	10000
0.0535	1	maze	10000
0.0602	1	maze	10000
0.032	1	maze	10000
