ratiocoverage,guard_number,map_type,map_size,map_density
0.1055,2,maze,10000,0
0.2079,3,maze,10000,0
0.3238,4,maze,10000,0
0.4332,5,maze,10000,0
0.5215,6,maze,10000,0
0.5982,7,maze,10000,0
0.7248,8,maze,10000,0
0.7763,9,maze,10000,0
0.8134,10,maze,10000,0
0.0245,1,maze,10000,0
0.0957,2,maze,10000,0
0.2022,3,maze,10000,0
0.2889,4,maze,10000,0
0.3611,5,maze,10000,0
0.5034,6,maze,10000,0
0.583,7,maze,10000,0
0.6695,8,maze,10000,0
0.7608,9,maze,10000,0
0.8049,10,maze,10000,0
0.0356,1,maze,10000,0
0.0801,2,maze,10000,0
0.1654,3,maze,10000,0
0.2631,4,maze,10000,0
0.3746,5,maze,10000,0
0.5252,6,maze,10000,0
0.6246,7,maze,10000,0
0.755,8,maze,10000,0
0.8129,9,maze,10000,0
0.877,10,maze,10000,0
0.0356,1,maze,10000,0
0.079,2,maze,10000,0
0.1633,3,maze,10000,0
0.2603,4,maze,10000,0
0.3819,5,maze,10000,0
0.4816,6,maze,10000,0
0.5859,7,maze,10000,0
0.6888,8,maze,10000,0
0.8048,9,maze,10000,0
0.8439,10,maze,10000,0
0.0356,1,maze,10000,0
0.0913,2,maze,10000,0
0.1941,3,maze,10000,0
0.2559,4,maze,10000,0
0.3717,5,maze,10000,0
0.4878,6,maze,10000,0
0.6173,7,maze,10000,0
0.6915,8,maze,10000,0
0.8166,9,maze,10000,0
0.856,10,maze,10000,0
0.0356,1,maze,10000,0
0.0916,2,maze,10000,0
0.1937,3,maze,10000,0
0.2771,4,maze,10000,0
0.3969,5,maze,10000,0
0.501,6,maze,10000,0
0.5983,7,maze,10000,0
0.7162,8,maze,10000,0
0.7989,9,maze,10000,0
0.8496,10,maze,10000,0
0.0223,1,maze,10000,0
0.0935,2,maze,10000,0
0.1778,3,maze,10000,0
0.2909,4,maze,10000,0
0.3809,5,maze,10000,0
0.5039,6,maze,10000,0
0.6581,7,maze,10000,0
0.7217,8,maze,10000,0
0.7683,9,maze,10000,0
0.8249,10,maze,10000,0
0.0356,1,maze,10000,0
0.0942,2,maze,10000,0
0.1884,3,maze,10000,0
0.2826,4,maze,10000,0
0.4082,5,maze,10000,0
0.4646,6,maze,10000,0
0.5735,7,maze,10000,0
0.6721,8,maze,10000,0
0.7913,9,maze,10000,0
0.8637,10,maze,10000,0
0.0356,1,maze,10000,0
0.0957,2,maze,10000,0
0.1579,3,maze,10000,0
0.261,4,maze,10000,0
0.3481,5,maze,10000,0
0.4636,6,maze,10000,0
0.5669,7,maze,10000,0
0.6225,8,maze,10000,0
0.6879,9,maze,10000,0
0.764,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1796,3,maze,10000,0
0.2773,4,maze,10000,0
0.3705,5,maze,10000,0
0.4827,6,maze,10000,0
0.5877,7,maze,10000,0
0.687,8,maze,10000,0
0.7492,9,maze,10000,0
0.8426,10,maze,10000,0
0.0354,1,maze,10000,0
0.1066,2,maze,10000,0
0.2,3,maze,10000,0
0.308,4,maze,10000,0
0.4168,5,maze,10000,0
0.5388,6,maze,10000,0
0.6375,7,maze,10000,0
0.738,8,maze,10000,0
0.8125,9,maze,10000,0
0.8657,10,maze,10000,0
0.0356,1,maze,10000,0
0.0847,2,maze,10000,0
0.1813,3,maze,10000,0
0.251,4,maze,10000,0
0.351,5,maze,10000,0
0.5126,6,maze,10000,0
0.5943,7,maze,10000,0
0.672,8,maze,10000,0
0.76,9,maze,10000,0
0.8109,10,maze,10000,0
0.0356,1,maze,10000,0
0.1055,2,maze,10000,0
0.1831,3,maze,10000,0
0.2491,4,maze,10000,0
0.3319,5,maze,10000,0
0.4311,6,maze,10000,0
0.574,7,maze,10000,0
0.6351,8,maze,10000,0
0.7196,9,maze,10000,0
0.7974,10,maze,10000,0
0.0356,1,maze,10000,0
0.0935,2,maze,10000,0
0.1854,3,maze,10000,0
0.2816,4,maze,10000,0
0.3897,5,maze,10000,0
0.4517,6,maze,10000,0
0.5588,7,maze,10000,0
0.6119,8,maze,10000,0
0.6931,9,maze,10000,0
0.773,10,maze,10000,0
0.0356,1,maze,10000,0
0.1023,2,maze,10000,0
0.1852,3,maze,10000,0
0.286,4,maze,10000,0
0.414,5,maze,10000,0
0.523,6,maze,10000,0
0.6597,7,maze,10000,0
0.7002,8,maze,10000,0
0.813,9,maze,10000,0
0.865,10,maze,10000,0
0.0311,1,maze,10000,0
0.0935,2,maze,10000,0
0.1535,3,maze,10000,0
0.2762,4,maze,10000,0
0.3993,5,maze,10000,0
0.513,6,maze,10000,0
0.6368,7,maze,10000,0
0.7289,8,maze,10000,0
0.8198,9,maze,10000,0
0.8496,10,maze,10000,0
0.0223,1,maze,10000,0
0.0935,2,maze,10000,0
0.1628,3,maze,10000,0
0.2571,4,maze,10000,0
0.3332,5,maze,10000,0
0.4841,6,maze,10000,0
0.5994,7,maze,10000,0
0.6984,8,maze,10000,0
0.7604,9,maze,10000,0
0.7953,10,maze,10000,0
0.0356,1,maze,10000,0
0.1023,2,maze,10000,0
0.1832,3,maze,10000,0
0.2745,4,maze,10000,0
0.3893,5,maze,10000,0
0.5167,6,maze,10000,0
0.6352,7,maze,10000,0
0.7029,8,maze,10000,0
0.7976,9,maze,10000,0
0.8211,10,maze,10000,0
0.029,1,maze,10000,0
0.0976,2,maze,10000,0
0.1897,3,maze,10000,0
0.2889,4,maze,10000,0
0.4323,5,maze,10000,0
0.4982,6,maze,10000,0
0.6223,7,maze,10000,0
0.6795,8,maze,10000,0
0.7552,9,maze,10000,0
0.8143,10,maze,10000,0
0.029,1,maze,10000,0
0.1002,2,maze,10000,0
0.1959,3,maze,10000,0
0.2826,4,maze,10000,0
0.3943,5,maze,10000,0
0.4996,6,maze,10000,0
0.6037,7,maze,10000,0
0.7051,8,maze,10000,0
0.7585,9,maze,10000,0
0.8447,10,maze,10000,0
0.0268,1,maze,10000,0
0.098,2,maze,10000,0
0.1991,3,maze,10000,0
0.2841,4,maze,10000,0
0.4089,5,maze,10000,0
0.5256,6,maze,10000,0
0.6044,7,maze,10000,0
0.69,8,maze,10000,0
0.7499,9,maze,10000,0
0.8498,10,maze,10000,0
0.0356,1,maze,10000,0
0.1002,2,maze,10000,0
0.1743,3,maze,10000,0
0.2532,4,maze,10000,0
0.3729,5,maze,10000,0
0.4928,6,maze,10000,0
0.6065,7,maze,10000,0
0.7267,8,maze,10000,0
0.8087,9,maze,10000,0
0.8529,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1747,3,maze,10000,0
0.2646,4,maze,10000,0
0.365,5,maze,10000,0
0.5325,6,maze,10000,0
0.5912,7,maze,10000,0
0.6374,8,maze,10000,0
0.7348,9,maze,10000,0
0.8,10,maze,10000,0
0.0356,1,maze,10000,0
0.091,2,maze,10000,0
0.1793,3,maze,10000,0
0.2995,4,maze,10000,0
0.4004,5,maze,10000,0
0.4968,6,maze,10000,0
0.586,7,maze,10000,0
0.6974,8,maze,10000,0
0.7408,9,maze,10000,0
0.8109,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1853,3,maze,10000,0
0.302,4,maze,10000,0
0.4145,5,maze,10000,0
0.4945,6,maze,10000,0
0.5675,7,maze,10000,0
0.6397,8,maze,10000,0
0.6755,9,maze,10000,0
0.7913,10,maze,10000,0
0.0311,1,maze,10000,0
0.1023,2,maze,10000,0
0.1926,3,maze,10000,0
0.2914,4,maze,10000,0
0.3845,5,maze,10000,0
0.4782,6,maze,10000,0
0.5691,7,maze,10000,0
0.6841,8,maze,10000,0
0.7224,9,maze,10000,0
0.798,10,maze,10000,0
0.0268,1,maze,10000,0
0.0849,2,maze,10000,0
0.1777,3,maze,10000,0
0.2838,4,maze,10000,0
0.3853,5,maze,10000,0
0.511,6,maze,10000,0
0.6348,7,maze,10000,0
0.7179,8,maze,10000,0
0.7714,9,maze,10000,0
0.7981,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1829,3,maze,10000,0
0.2839,4,maze,10000,0
0.4111,5,maze,10000,0
0.52,6,maze,10000,0
0.5766,7,maze,10000,0
0.6984,8,maze,10000,0
0.7445,9,maze,10000,0
0.8437,10,maze,10000,0
0.0356,1,maze,10000,0
0.0975,2,maze,10000,0
0.1994,3,maze,10000,0
0.2989,4,maze,10000,0
0.4483,5,maze,10000,0
0.5592,6,maze,10000,0
0.6297,7,maze,10000,0
0.7355,8,maze,10000,0
0.8022,9,maze,10000,0
0.8534,10,maze,10000,0
0.0356,1,maze,10000,0
0.1018,2,maze,10000,0
0.1767,3,maze,10000,0
0.2687,4,maze,10000,0
0.3586,5,maze,10000,0
0.4781,6,maze,10000,0
0.5958,7,maze,10000,0
0.7269,8,maze,10000,0
0.8099,9,maze,10000,0
0.8579,10,maze,10000,0
0.0245,1,maze,10000,0
0.0957,2,maze,10000,0
0.19,3,maze,10000,0
0.2775,4,maze,10000,0
0.3647,5,maze,10000,0
0.5228,6,maze,10000,0
0.6442,7,maze,10000,0
0.7552,8,maze,10000,0
0.8359,9,maze,10000,0
0.8962,10,maze,10000,0
0.0356,1,maze,10000,0
0.1066,2,maze,10000,0
0.1921,3,maze,10000,0
0.3001,4,maze,10000,0
0.3833,5,maze,10000,0
0.4926,6,maze,10000,0
0.5574,7,maze,10000,0
0.667,8,maze,10000,0
0.7867,9,maze,10000,0
0.8436,10,maze,10000,0
0.0356,1,maze,10000,0
0.1,2,maze,10000,0
0.189,3,maze,10000,0
0.3048,4,maze,10000,0
0.4022,5,maze,10000,0
0.507,6,maze,10000,0
0.6152,7,maze,10000,0
0.7166,8,maze,10000,0
0.8292,9,maze,10000,0
0.8916,10,maze,10000,0
0.0328,1,maze,10000,0
0.0865,2,maze,10000,0
0.1751,3,maze,10000,0
0.2886,4,maze,10000,0
0.3728,5,maze,10000,0
0.463,6,maze,10000,0
0.6025,7,maze,10000,0
0.7108,8,maze,10000,0
0.805,9,maze,10000,0
0.8546,10,maze,10000,0
0.0356,1,maze,10000,0
0.0892,2,maze,10000,0
0.1849,3,maze,10000,0
0.3072,4,maze,10000,0
0.441,5,maze,10000,0
0.5581,6,maze,10000,0
0.6745,7,maze,10000,0
0.7656,8,maze,10000,0
0.8421,9,maze,10000,0
0.9019,10,maze,10000,0
0.0356,1,maze,10000,0
0.0938,2,maze,10000,0
0.195,3,maze,10000,0
0.2892,4,maze,10000,0
0.36,5,maze,10000,0
0.5032,6,maze,10000,0
0.6312,7,maze,10000,0
0.7086,8,maze,10000,0
0.7894,9,maze,10000,0
0.842,10,maze,10000,0
0.0245,1,maze,10000,0
0.0824,2,maze,10000,0
0.1671,3,maze,10000,0
0.2862,4,maze,10000,0
0.3933,5,maze,10000,0
0.5436,6,maze,10000,0
0.6465,7,maze,10000,0
0.7469,8,maze,10000,0
0.794,9,maze,10000,0
0.8506,10,maze,10000,0
0.0356,1,maze,10000,0
0.0763,2,maze,10000,0
0.1599,3,maze,10000,0
0.2552,4,maze,10000,0
0.4007,5,maze,10000,0
0.4861,6,maze,10000,0
0.6141,7,maze,10000,0
0.6945,8,maze,10000,0
0.7932,9,maze,10000,0
0.8666,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1969,3,maze,10000,0
0.3213,4,maze,10000,0
0.4253,5,maze,10000,0
0.5348,6,maze,10000,0
0.6208,7,maze,10000,0
0.7279,8,maze,10000,0
0.8237,9,maze,10000,0
0.901,10,maze,10000,0
0.0356,1,maze,10000,0
0.104,2,maze,10000,0
0.1983,3,maze,10000,0
0.284,4,maze,10000,0
0.375,5,maze,10000,0
0.468,6,maze,10000,0
0.564,7,maze,10000,0
0.6518,8,maze,10000,0
0.7258,9,maze,10000,0
0.7986,10,maze,10000,0
0.0356,1,maze,10000,0
0.0891,2,maze,10000,0
0.1853,3,maze,10000,0
0.2866,4,maze,10000,0
0.4017,5,maze,10000,0
0.4559,6,maze,10000,0
0.5417,7,maze,10000,0
0.6725,8,maze,10000,0
0.7338,9,maze,10000,0
0.8116,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.183,3,maze,10000,0
0.2474,4,maze,10000,0
0.3633,5,maze,10000,0
0.495,6,maze,10000,0
0.5975,7,maze,10000,0
0.7156,8,maze,10000,0
0.8254,9,maze,10000,0
0.8839,10,maze,10000,0
0.0356,1,maze,10000,0
0.1055,2,maze,10000,0
0.1818,3,maze,10000,0
0.293,4,maze,10000,0
0.3939,5,maze,10000,0
0.4921,6,maze,10000,0
0.5575,7,maze,10000,0
0.6288,8,maze,10000,0
0.6939,9,maze,10000,0
0.8091,10,maze,10000,0
0.0356,1,maze,10000,0
0.1029,2,maze,10000,0
0.1849,3,maze,10000,0
0.2799,4,maze,10000,0
0.411,5,maze,10000,0
0.5187,6,maze,10000,0
0.6343,7,maze,10000,0
0.7215,8,maze,10000,0
0.8166,9,maze,10000,0
0.8577,10,maze,10000,0
0.029,1,maze,10000,0
0.0961,2,maze,10000,0
0.1936,3,maze,10000,0
0.3117,4,maze,10000,0
0.427,5,maze,10000,0
0.5373,6,maze,10000,0
0.6189,7,maze,10000,0
0.7036,8,maze,10000,0
0.7738,9,maze,10000,0
0.8345,10,maze,10000,0
0.0356,1,maze,10000,0
0.0995,2,maze,10000,0
0.1772,3,maze,10000,0
0.2676,4,maze,10000,0
0.351,5,maze,10000,0
0.4178,6,maze,10000,0
0.5021,7,maze,10000,0
0.6269,8,maze,10000,0
0.7163,9,maze,10000,0
0.7906,10,maze,10000,0
0.0354,1,maze,10000,0
0.1066,2,maze,10000,0
0.2002,3,maze,10000,0
0.3149,4,maze,10000,0
0.4152,5,maze,10000,0
0.5522,6,maze,10000,0
0.6632,7,maze,10000,0
0.7494,8,maze,10000,0
0.8097,9,maze,10000,0
0.8515,10,maze,10000,0
0.0226,1,maze,10000,0
0.0938,2,maze,10000,0
0.1799,3,maze,10000,0
0.2934,4,maze,10000,0
0.3588,5,maze,10000,0
0.4752,6,maze,10000,0
0.6046,7,maze,10000,0
0.7702,8,maze,10000,0
0.8253,9,maze,10000,0
0.8775,10,maze,10000,0
0.0268,1,maze,10000,0
0.0837,2,maze,10000,0
0.1734,3,maze,10000,0
0.272,4,maze,10000,0
0.4151,5,maze,10000,0
0.5313,6,maze,10000,0
0.634,7,maze,10000,0
0.718,8,maze,10000,0
0.7839,9,maze,10000,0
0.8522,10,maze,10000,0
0.0223,1,maze,10000,0
0.089,2,maze,10000,0
0.1795,3,maze,10000,0
0.2779,4,maze,10000,0
0.3813,5,maze,10000,0
0.4635,6,maze,10000,0
0.5901,7,maze,10000,0
0.6899,8,maze,10000,0
0.7576,9,maze,10000,0
0.8219,10,maze,10000,0
0.0356,1,maze,10000,0
0.0936,2,maze,10000,0
0.183,3,maze,10000,0
0.2852,4,maze,10000,0
0.4048,5,maze,10000,0
0.4625,6,maze,10000,0
0.5853,7,maze,10000,0
0.6911,8,maze,10000,0
0.7603,9,maze,10000,0
0.8319,10,maze,10000,0
0.0354,1,maze,10000,0
0.0757,2,maze,10000,0
0.1592,3,maze,10000,0
0.2716,4,maze,10000,0
0.3938,5,maze,10000,0
0.4996,6,maze,10000,0
0.6255,7,maze,10000,0
0.7037,8,maze,10000,0
0.7835,9,maze,10000,0
0.8435,10,maze,10000,0
0.0356,1,maze,10000,0
0.1042,2,maze,10000,0
0.1839,3,maze,10000,0
0.2637,4,maze,10000,0
0.3794,5,maze,10000,0
0.4341,6,maze,10000,0
0.561,7,maze,10000,0
0.6198,8,maze,10000,0
0.7102,9,maze,10000,0
0.816,10,maze,10000,0
0.0356,1,maze,10000,0
0.0902,2,maze,10000,0
0.1724,3,maze,10000,0
0.3067,4,maze,10000,0
0.3925,5,maze,10000,0
0.4882,6,maze,10000,0
0.5772,7,maze,10000,0
0.6445,8,maze,10000,0
0.7254,9,maze,10000,0
0.7911,10,maze,10000,0
0.0356,1,maze,10000,0
0.1002,2,maze,10000,0
0.2025,3,maze,10000,0
0.3074,4,maze,10000,0
0.3626,5,maze,10000,0
0.4778,6,maze,10000,0
0.594,7,maze,10000,0
0.6765,8,maze,10000,0
0.7843,9,maze,10000,0
0.8347,10,maze,10000,0
0.0249,1,maze,10000,0
0.0895,2,maze,10000,0
0.1365,3,maze,10000,0
0.2513,4,maze,10000,0
0.351,5,maze,10000,0
0.4715,6,maze,10000,0
0.5848,7,maze,10000,0
0.7138,8,maze,10000,0
0.7934,9,maze,10000,0
0.8474,10,maze,10000,0
0.0356,1,maze,10000,0
0.1033,2,maze,10000,0
0.1896,3,maze,10000,0
0.2884,4,maze,10000,0
0.3898,5,maze,10000,0
0.5232,6,maze,10000,0
0.6096,7,maze,10000,0
0.7221,8,maze,10000,0
0.7964,9,maze,10000,0
0.8657,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1516,3,maze,10000,0
0.2796,4,maze,10000,0
0.4152,5,maze,10000,0
0.5337,6,maze,10000,0
0.5783,7,maze,10000,0
0.6943,8,maze,10000,0
0.7539,9,maze,10000,0
0.7968,10,maze,10000,0
0.0245,1,maze,10000,0
0.0957,2,maze,10000,0
0.2023,3,maze,10000,0
0.2913,4,maze,10000,0
0.3889,5,maze,10000,0
0.4877,6,maze,10000,0
0.5484,7,maze,10000,0
0.6595,8,maze,10000,0
0.7828,9,maze,10000,0
0.8289,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1964,3,maze,10000,0
0.2721,4,maze,10000,0
0.3904,5,maze,10000,0
0.5217,6,maze,10000,0
0.6071,7,maze,10000,0
0.6939,8,maze,10000,0
0.7656,9,maze,10000,0
0.8334,10,maze,10000,0
0.0245,1,maze,10000,0
0.0824,2,maze,10000,0
0.1693,3,maze,10000,0
0.2629,4,maze,10000,0
0.3774,5,maze,10000,0
0.4921,6,maze,10000,0
0.5631,7,maze,10000,0
0.632,8,maze,10000,0
0.7123,9,maze,10000,0
0.8141,10,maze,10000,0
0.0356,1,maze,10000,0
0.1009,2,maze,10000,0
0.1868,3,maze,10000,0
0.2808,4,maze,10000,0
0.3635,5,maze,10000,0
0.4526,6,maze,10000,0
0.5596,7,maze,10000,0
0.6082,8,maze,10000,0
0.6496,9,maze,10000,0
0.7746,10,maze,10000,0
0.0354,1,maze,10000,0
0.092,2,maze,10000,0
0.1768,3,maze,10000,0
0.2706,4,maze,10000,0
0.3926,5,maze,10000,0
0.4797,6,maze,10000,0
0.5698,7,maze,10000,0
0.6676,8,maze,10000,0
0.7622,9,maze,10000,0
0.8655,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.2086,3,maze,10000,0
0.2759,4,maze,10000,0
0.3809,5,maze,10000,0
0.5214,6,maze,10000,0
0.645,7,maze,10000,0
0.7043,8,maze,10000,0
0.766,9,maze,10000,0
0.8015,10,maze,10000,0
0.029,1,maze,10000,0
0.0861,2,maze,10000,0
0.1693,3,maze,10000,0
0.2955,4,maze,10000,0
0.3996,5,maze,10000,0
0.4936,6,maze,10000,0
0.591,7,maze,10000,0
0.7127,8,maze,10000,0
0.7542,9,maze,10000,0
0.7994,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.2057,3,maze,10000,0
0.3063,4,maze,10000,0
0.3979,5,maze,10000,0
0.5059,6,maze,10000,0
0.6261,7,maze,10000,0
0.7071,8,maze,10000,0
0.7627,9,maze,10000,0
0.806,10,maze,10000,0
0.0356,1,maze,10000,0
0.0935,2,maze,10000,0
0.1857,3,maze,10000,0
0.2978,4,maze,10000,0
0.4015,5,maze,10000,0
0.4831,6,maze,10000,0
0.5944,7,maze,10000,0
0.6964,8,maze,10000,0
0.8091,9,maze,10000,0
0.8573,10,maze,10000,0
0.0356,1,maze,10000,0
0.099,2,maze,10000,0
0.203,3,maze,10000,0
0.3097,4,maze,10000,0
0.4209,5,maze,10000,0
0.4874,6,maze,10000,0
0.5965,7,maze,10000,0
0.6351,8,maze,10000,0
0.7521,9,maze,10000,0
0.8395,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.2049,3,maze,10000,0
0.2808,4,maze,10000,0
0.3943,5,maze,10000,0
0.4956,6,maze,10000,0
0.6312,7,maze,10000,0
0.7063,8,maze,10000,0
0.7665,9,maze,10000,0
0.8043,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1896,3,maze,10000,0
0.2832,4,maze,10000,0
0.4149,5,maze,10000,0
0.5159,6,maze,10000,0
0.5988,7,maze,10000,0
0.7091,8,maze,10000,0
0.7953,9,maze,10000,0
0.8487,10,maze,10000,0
0.0328,1,maze,10000,0
0.0896,2,maze,10000,0
0.1611,3,maze,10000,0
0.2799,4,maze,10000,0
0.4028,5,maze,10000,0
0.5039,6,maze,10000,0
0.5707,7,maze,10000,0
0.6646,8,maze,10000,0
0.7583,9,maze,10000,0
0.8282,10,maze,10000,0
0.0343,1,maze,10000,0
0.1055,2,maze,10000,0
0.1905,3,maze,10000,0
0.2746,4,maze,10000,0
0.3899,5,maze,10000,0
0.4993,6,maze,10000,0
0.6061,7,maze,10000,0
0.6793,8,maze,10000,0
0.7872,9,maze,10000,0
0.8186,10,maze,10000,0
0.0356,1,maze,10000,0
0.0952,2,maze,10000,0
0.1888,3,maze,10000,0
0.2967,4,maze,10000,0
0.3982,5,maze,10000,0
0.5467,6,maze,10000,0
0.6508,7,maze,10000,0
0.742,8,maze,10000,0
0.8133,9,maze,10000,0
0.8631,10,maze,10000,0
0.0356,1,maze,10000,0
0.1023,2,maze,10000,0
0.1916,3,maze,10000,0
0.3008,4,maze,10000,0
0.396,5,maze,10000,0
0.4897,6,maze,10000,0
0.625,7,maze,10000,0
0.7195,8,maze,10000,0
0.7721,9,maze,10000,0
0.8348,10,maze,10000,0
0.0356,1,maze,10000,0
0.1004,2,maze,10000,0
0.1779,3,maze,10000,0
0.2587,4,maze,10000,0
0.3712,5,maze,10000,0
0.5107,6,maze,10000,0
0.5862,7,maze,10000,0
0.7406,8,maze,10000,0
0.7937,9,maze,10000,0
0.8562,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.193,3,maze,10000,0
0.3037,4,maze,10000,0
0.3989,5,maze,10000,0
0.4917,6,maze,10000,0
0.6048,7,maze,10000,0
0.6964,8,maze,10000,0
0.8115,9,maze,10000,0
0.8288,10,maze,10000,0
0.0356,1,maze,10000,0
0.105,2,maze,10000,0
0.2083,3,maze,10000,0
0.2921,4,maze,10000,0
0.4164,5,maze,10000,0
0.5275,6,maze,10000,0
0.635,7,maze,10000,0
0.6898,8,maze,10000,0
0.7731,9,maze,10000,0
0.8434,10,maze,10000,0
0.0356,1,maze,10000,0
0.1021,2,maze,10000,0
0.1909,3,maze,10000,0
0.2923,4,maze,10000,0
0.423,5,maze,10000,0
0.5407,6,maze,10000,0
0.6253,7,maze,10000,0
0.6888,8,maze,10000,0
0.7648,9,maze,10000,0
0.8192,10,maze,10000,0
0.0356,1,maze,10000,0
0.0895,2,maze,10000,0
0.1897,3,maze,10000,0
0.296,4,maze,10000,0
0.4134,5,maze,10000,0
0.5135,6,maze,10000,0
0.6067,7,maze,10000,0
0.6704,8,maze,10000,0
0.7828,9,maze,10000,0
0.845,10,maze,10000,0
0.0356,1,maze,10000,0
0.0935,2,maze,10000,0
0.1629,3,maze,10000,0
0.2722,4,maze,10000,0
0.4181,5,maze,10000,0
0.4948,6,maze,10000,0
0.6155,7,maze,10000,0
0.7063,8,maze,10000,0
0.7694,9,maze,10000,0
0.8576,10,maze,10000,0
0.0223,1,maze,10000,0
0.089,2,maze,10000,0
0.1892,3,maze,10000,0
0.3231,4,maze,10000,0
0.4059,5,maze,10000,0
0.498,6,maze,10000,0
0.6034,7,maze,10000,0
0.7276,8,maze,10000,0
0.7607,9,maze,10000,0
0.8229,10,maze,10000,0
0.0311,1,maze,10000,0
0.0901,2,maze,10000,0
0.1969,3,maze,10000,0
0.3238,4,maze,10000,0
0.4292,5,maze,10000,0
0.5336,6,maze,10000,0
0.602,7,maze,10000,0
0.7044,8,maze,10000,0
0.7736,9,maze,10000,0
0.8336,10,maze,10000,0
0.0223,1,maze,10000,0
0.0935,2,maze,10000,0
0.17,3,maze,10000,0
0.2774,4,maze,10000,0
0.3797,5,maze,10000,0
0.5072,6,maze,10000,0
0.643,7,maze,10000,0
0.7413,8,maze,10000,0
0.8062,9,maze,10000,0
0.8667,10,maze,10000,0
0.0356,1,maze,10000,0
0.104,2,maze,10000,0
0.1774,3,maze,10000,0
0.27,4,maze,10000,0
0.3989,5,maze,10000,0
0.5269,6,maze,10000,0
0.6251,7,maze,10000,0
0.6883,8,maze,10000,0
0.7523,9,maze,10000,0
0.7888,10,maze,10000,0
0.0356,1,maze,10000,0
0.0935,2,maze,10000,0
0.1749,3,maze,10000,0
0.2773,4,maze,10000,0
0.4027,5,maze,10000,0
0.4615,6,maze,10000,0
0.5472,7,maze,10000,0
0.6238,8,maze,10000,0
0.6948,9,maze,10000,0
0.7642,10,maze,10000,0
0.0245,1,maze,10000,0
0.0841,2,maze,10000,0
0.1892,3,maze,10000,0
0.2952,4,maze,10000,0
0.389,5,maze,10000,0
0.4954,6,maze,10000,0
0.6521,7,maze,10000,0
0.7444,8,maze,10000,0
0.7929,9,maze,10000,0
0.8674,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1965,3,maze,10000,0
0.2614,4,maze,10000,0
0.349,5,maze,10000,0
0.4736,6,maze,10000,0
0.5622,7,maze,10000,0
0.6637,8,maze,10000,0
0.7325,9,maze,10000,0
0.7998,10,maze,10000,0
0.0224,1,maze,10000,0
0.0934,2,maze,10000,0
0.1782,3,maze,10000,0
0.2903,4,maze,10000,0
0.4061,5,maze,10000,0
0.5336,6,maze,10000,0
0.5753,7,maze,10000,0
0.6411,8,maze,10000,0
0.7659,9,maze,10000,0
0.8223,10,maze,10000,0
0.0356,1,maze,10000,0
0.1023,2,maze,10000,0
0.1813,3,maze,10000,0
0.2968,4,maze,10000,0
0.3708,5,maze,10000,0
0.4904,6,maze,10000,0
0.5798,7,maze,10000,0
0.7118,8,maze,10000,0
0.7515,9,maze,10000,0
0.811,10,maze,10000,0
0.0356,1,maze,10000,0
0.0907,2,maze,10000,0
0.1843,3,maze,10000,0
0.2727,4,maze,10000,0
0.4256,5,maze,10000,0
0.5482,6,maze,10000,0
0.6342,7,maze,10000,0
0.7326,8,maze,10000,0
0.8185,9,maze,10000,0
0.8548,10,maze,10000,0
0.0356,1,maze,10000,0
0.1055,2,maze,10000,0
0.1859,3,maze,10000,0
0.3044,4,maze,10000,0
0.4492,5,maze,10000,0
0.5254,6,maze,10000,0
0.6168,7,maze,10000,0
0.7258,8,maze,10000,0
0.7755,9,maze,10000,0
0.8515,10,maze,10000,0
0.0245,1,maze,10000,0
0.0858,2,maze,10000,0
0.1598,3,maze,10000,0
0.276,4,maze,10000,0
0.4068,5,maze,10000,0
0.5123,6,maze,10000,0
0.6194,7,maze,10000,0
0.7252,8,maze,10000,0
0.8054,9,maze,10000,0
0.8824,10,maze,10000,0
0.0356,1,maze,10000,0
0.1068,2,maze,10000,0
0.1763,3,maze,10000,0
0.2848,4,maze,10000,0
0.4324,5,maze,10000,0
0.4974,6,maze,10000,0
0.6278,7,maze,10000,0
0.7102,8,maze,10000,0
0.7784,9,maze,10000,0
0.8398,10,maze,10000,0
0.0328,1,maze,10000,0
0.0755,2,maze,10000,0
0.1799,3,maze,10000,0
0.279,4,maze,10000,0
0.3875,5,maze,10000,0
0.5184,6,maze,10000,0
0.6177,7,maze,10000,0
0.7589,8,maze,10000,0
0.8342,9,maze,10000,0
