ratiocoverage,guard_number,map_type,map_size,map_density,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.2005,10,maze,10000,0.0,
0.2617,10,maze,10000,0.0,
0.4136,10,maze,10000,0.0,
0.5024,10,maze,10000,0.0,
0.6579,10,maze,10000,0.0,
0.7133,10,maze,10000,0.0,
0.7901,10,maze,10000,0.0,
0.8379,10,maze,10000,0.0,
0.0223,10,maze,10000,0.0,
0.0828,10,maze,10000,0.0,
0.1841,10,maze,10000,0.0,
0.2631,10,maze,10000,0.0,
0.3363,10,maze,10000,0.0,
0.453,10,maze,10000,0.0,
0.5971,10,maze,10000,0.0,
0.6965,10,maze,10000,0.0,
0.788,10,maze,10000,0.0,
0.8373,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1021,10,maze,10000,0.0,
0.1701,10,maze,10000,0.0,
0.2757,10,maze,10000,0.0,
0.39,10,maze,10000,0.0,
0.5282,10,maze,10000,0.0,
0.6535,10,maze,10000,0.0,
0.7206,10,maze,10000,0.0,
0.7725,10,maze,10000,0.0,
0.8337,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0902,10,maze,10000,0.0,
0.1784,10,maze,10000,0.0,
0.2962,10,maze,10000,0.0,
0.4164,10,maze,10000,0.0,
0.5394,10,maze,10000,0.0,
0.6453,10,maze,10000,0.0,
0.7631,10,maze,10000,0.0,
0.8283,10,maze,10000,0.0,
0.8696,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0906,10,maze,10000,0.0,
0.1755,10,maze,10000,0.0,
0.2449,10,maze,10000,0.0,
0.3741,10,maze,10000,0.0,
0.5006,10,maze,10000,0.0,
0.5316,10,maze,10000,0.0,
0.6522,10,maze,10000,0.0,
0.746,10,maze,10000,0.0,
0.8438,10,maze,10000,0.0,
0.0283,10,maze,10000,0.0,
0.0995,10,maze,10000,0.0,
0.1935,10,maze,10000,0.0,
0.2739,10,maze,10000,0.0,
0.4334,10,maze,10000,0.0,
0.5484,10,maze,10000,0.0,
0.5992,10,maze,10000,0.0,
0.723,10,maze,10000,0.0,
0.797,10,maze,10000,0.0,
0.8522,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.105,10,maze,10000,0.0,
0.1837,10,maze,10000,0.0,
0.2955,10,maze,10000,0.0,
0.4169,10,maze,10000,0.0,
0.5375,10,maze,10000,0.0,
0.593,10,maze,10000,0.0,
0.7119,10,maze,10000,0.0,
0.7953,10,maze,10000,0.0,
0.8619,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0998,10,maze,10000,0.0,
0.2036,10,maze,10000,0.0,
0.2711,10,maze,10000,0.0,
0.3979,10,maze,10000,0.0,
0.5295,10,maze,10000,0.0,
0.6508,10,maze,10000,0.0,
0.7536,10,maze,10000,0.0,
0.7924,10,maze,10000,0.0,
0.8455,10,maze,10000,0.0,
0.03,10,maze,10000,0.0,
0.1012,10,maze,10000,0.0,
0.1924,10,maze,10000,0.0,
0.29,10,maze,10000,0.0,
0.3438,10,maze,10000,0.0,
0.476,10,maze,10000,0.0,
0.5708,10,maze,10000,0.0,
0.703,10,maze,10000,0.0,
0.7865,10,maze,10000,0.0,
0.8513,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0986,10,maze,10000,0.0,
0.1829,10,maze,10000,0.0,
0.3031,10,maze,10000,0.0,
0.4149,10,maze,10000,0.0,
0.5391,10,maze,10000,0.0,
0.6277,10,maze,10000,0.0,
0.7062,10,maze,10000,0.0,
0.7716,10,maze,10000,0.0,
0.8267,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1001,10,maze,10000,0.0,
0.1754,10,maze,10000,0.0,
0.2541,10,maze,10000,0.0,
0.3938,10,maze,10000,0.0,
0.5073,10,maze,10000,0.0,
0.6098,10,maze,10000,0.0,
0.6974,10,maze,10000,0.0,
0.8009,10,maze,10000,0.0,
0.8546,10,maze,10000,0.0,
0.0343,10,maze,10000,0.0,
0.1055,10,maze,10000,0.0,
0.2002,10,maze,10000,0.0,
0.3117,10,maze,10000,0.0,
0.436,10,maze,10000,0.0,
0.5223,10,maze,10000,0.0,
0.6199,10,maze,10000,0.0,
0.7232,10,maze,10000,0.0,
0.7761,10,maze,10000,0.0,
0.8166,10,maze,10000,0.0,
0.0226,10,maze,10000,0.0,
0.0868,10,maze,10000,0.0,
0.1679,10,maze,10000,0.0,
0.2563,10,maze,10000,0.0,
0.3918,10,maze,10000,0.0,
0.5256,10,maze,10000,0.0,
0.6191,10,maze,10000,0.0,
0.7004,10,maze,10000,0.0,
0.7686,10,maze,10000,0.0,
0.8307,10,maze,10000,0.0,
0.0328,10,maze,10000,0.0,
0.104,10,maze,10000,0.0,
0.193,10,maze,10000,0.0,
0.2904,10,maze,10000,0.0,
0.386,10,maze,10000,0.0,
0.53,10,maze,10000,0.0,
0.5773,10,maze,10000,0.0,
0.6891,10,maze,10000,0.0,
0.7689,10,maze,10000,0.0,
0.8341,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1756,10,maze,10000,0.0,
0.2722,10,maze,10000,0.0,
0.4181,10,maze,10000,0.0,
0.4918,10,maze,10000,0.0,
0.5732,10,maze,10000,0.0,
0.702,10,maze,10000,0.0,
0.7606,10,maze,10000,0.0,
0.8635,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.208,10,maze,10000,0.0,
0.278,10,maze,10000,0.0,
0.3551,10,maze,10000,0.0,
0.4199,10,maze,10000,0.0,
0.521,10,maze,10000,0.0,
0.6235,10,maze,10000,0.0,
0.7155,10,maze,10000,0.0,
0.7642,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1055,10,maze,10000,0.0,
0.2079,10,maze,10000,0.0,
0.3238,10,maze,10000,0.0,
0.4332,10,maze,10000,0.0,
0.5215,10,maze,10000,0.0,
0.5982,10,maze,10000,0.0,
0.7248,10,maze,10000,0.0,
0.7763,10,maze,10000,0.0,
0.8134,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0957,10,maze,10000,0.0,
0.2022,10,maze,10000,0.0,
0.2889,10,maze,10000,0.0,
0.3611,10,maze,10000,0.0,
0.5034,10,maze,10000,0.0,
0.583,10,maze,10000,0.0,
0.6695,10,maze,10000,0.0,
0.7608,10,maze,10000,0.0,
0.8049,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0801,10,maze,10000,0.0,
0.1654,10,maze,10000,0.0,
0.2631,10,maze,10000,0.0,
0.3746,10,maze,10000,0.0,
0.5252,10,maze,10000,0.0,
0.6246,10,maze,10000,0.0,
0.755,10,maze,10000,0.0,
0.8129,10,maze,10000,0.0,
0.877,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.079,10,maze,10000,0.0,
0.1633,10,maze,10000,0.0,
0.2603,10,maze,10000,0.0,
0.3819,10,maze,10000,0.0,
0.4816,10,maze,10000,0.0,
0.5859,10,maze,10000,0.0,
0.6888,10,maze,10000,0.0,
0.8048,10,maze,10000,0.0,
0.8439,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0913,10,maze,10000,0.0,
0.1941,10,maze,10000,0.0,
0.2559,10,maze,10000,0.0,
0.3717,10,maze,10000,0.0,
0.4878,10,maze,10000,0.0,
0.6173,10,maze,10000,0.0,
0.6915,10,maze,10000,0.0,
0.8166,10,maze,10000,0.0,
0.856,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0916,10,maze,10000,0.0,
0.1937,10,maze,10000,0.0,
0.2771,10,maze,10000,0.0,
0.3969,10,maze,10000,0.0,
0.501,10,maze,10000,0.0,
0.5983,10,maze,10000,0.0,
0.7162,10,maze,10000,0.0,
0.7989,10,maze,10000,0.0,
0.8496,10,maze,10000,0.0,
0.0223,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1778,10,maze,10000,0.0,
0.2909,10,maze,10000,0.0,
0.3809,10,maze,10000,0.0,
0.5039,10,maze,10000,0.0,
0.6581,10,maze,10000,0.0,
0.7217,10,maze,10000,0.0,
0.7683,10,maze,10000,0.0,
0.8249,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0942,10,maze,10000,0.0,
0.1884,10,maze,10000,0.0,
0.2826,10,maze,10000,0.0,
0.4082,10,maze,10000,0.0,
0.4646,10,maze,10000,0.0,
0.5735,10,maze,10000,0.0,
0.6721,10,maze,10000,0.0,
0.7913,10,maze,10000,0.0,
0.8637,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0957,10,maze,10000,0.0,
0.1579,10,maze,10000,0.0,
0.261,10,maze,10000,0.0,
0.3481,10,maze,10000,0.0,
0.4636,10,maze,10000,0.0,
0.5669,10,maze,10000,0.0,
0.6225,10,maze,10000,0.0,
0.6879,10,maze,10000,0.0,
0.764,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1796,10,maze,10000,0.0,
0.2773,10,maze,10000,0.0,
0.3705,10,maze,10000,0.0,
0.4827,10,maze,10000,0.0,
0.5877,10,maze,10000,0.0,
0.687,10,maze,10000,0.0,
0.7492,10,maze,10000,0.0,
0.8426,10,maze,10000,0.0,
0.0354,10,maze,10000,0.0,
0.1066,10,maze,10000,0.0,
0.2,10,maze,10000,0.0,
0.308,10,maze,10000,0.0,
0.4168,10,maze,10000,0.0,
0.5388,10,maze,10000,0.0,
0.6375,10,maze,10000,0.0,
0.738,10,maze,10000,0.0,
0.8125,10,maze,10000,0.0,
0.8657,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0847,10,maze,10000,0.0,
0.1813,10,maze,10000,0.0,
0.251,10,maze,10000,0.0,
0.351,10,maze,10000,0.0,
0.5126,10,maze,10000,0.0,
0.5943,10,maze,10000,0.0,
0.672,10,maze,10000,0.0,
0.76,10,maze,10000,0.0,
0.8109,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1055,10,maze,10000,0.0,
0.1831,10,maze,10000,0.0,
0.2491,10,maze,10000,0.0,
0.3319,10,maze,10000,0.0,
0.4311,10,maze,10000,0.0,
0.574,10,maze,10000,0.0,
0.6351,10,maze,10000,0.0,
0.7196,10,maze,10000,0.0,
0.7974,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1854,10,maze,10000,0.0,
0.2816,10,maze,10000,0.0,
0.3897,10,maze,10000,0.0,
0.4517,10,maze,10000,0.0,
0.5588,10,maze,10000,0.0,
0.6119,10,maze,10000,0.0,
0.6931,10,maze,10000,0.0,
0.773,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1023,10,maze,10000,0.0,
0.1852,10,maze,10000,0.0,
0.286,10,maze,10000,0.0,
0.414,10,maze,10000,0.0,
0.523,10,maze,10000,0.0,
0.6597,10,maze,10000,0.0,
0.7002,10,maze,10000,0.0,
0.813,10,maze,10000,0.0,
0.865,10,maze,10000,0.0,
0.0311,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1535,10,maze,10000,0.0,
0.2762,10,maze,10000,0.0,
0.3993,10,maze,10000,0.0,
0.513,10,maze,10000,0.0,
0.6368,10,maze,10000,0.0,
0.7289,10,maze,10000,0.0,
0.8198,10,maze,10000,0.0,
0.8496,10,maze,10000,0.0,
0.0223,10,maze,10000,0.0,
0.0935,10,maze,10000,0.0,
0.1628,10,maze,10000,0.0,
0.2571,10,maze,10000,0.0,
0.3332,10,maze,10000,0.0,
0.4841,10,maze,10000,0.0,
0.5994,10,maze,10000,0.0,
0.6984,10,maze,10000,0.0,
0.7604,10,maze,10000,0.0,
0.7953,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1023,10,maze,10000,0.0,
0.1832,10,maze,10000,0.0,
0.2745,10,maze,10000,0.0,
0.3893,10,maze,10000,0.0,
0.5167,10,maze,10000,0.0,
0.6352,10,maze,10000,0.0,
0.7029,10,maze,10000,0.0,
0.7976,10,maze,10000,0.0,
0.8211,10,maze,10000,0.0,
0.029,10,maze,10000,0.0,
0.0976,10,maze,10000,0.0,
0.1897,10,maze,10000,0.0,
0.2889,10,maze,10000,0.0,
0.4323,10,maze,10000,0.0,
0.4982,10,maze,10000,0.0,
0.6223,10,maze,10000,0.0,
0.6795,10,maze,10000,0.0,
0.7552,10,maze,10000,0.0,
0.8143,10,maze,10000,0.0,
0.029,10,maze,10000,0.0,
0.1002,10,maze,10000,0.0,
0.1959,10,maze,10000,0.0,
0.2826,10,maze,10000,0.0,
0.3943,10,maze,10000,0.0,
0.4996,10,maze,10000,0.0,
0.6037,10,maze,10000,0.0,
0.7051,10,maze,10000,0.0,
0.7585,10,maze,10000,0.0,
0.8447,10,maze,10000,0.0,
0.0268,10,maze,10000,0.0,
0.098,10,maze,10000,0.0,
0.1991,10,maze,10000,0.0,
0.2841,10,maze,10000,0.0,
0.4089,10,maze,10000,0.0,
0.5256,10,maze,10000,0.0,
0.6044,10,maze,10000,0.0,
0.69,10,maze,10000,0.0,
0.7499,10,maze,10000,0.0,
0.8498,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1002,10,maze,10000,0.0,
0.1743,10,maze,10000,0.0,
0.2532,10,maze,10000,0.0,
0.3729,10,maze,10000,0.0,
0.4928,10,maze,10000,0.0,
0.6065,10,maze,10000,0.0,
0.7267,10,maze,10000,0.0,
0.8087,10,maze,10000,0.0,
0.8529,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1747,10,maze,10000,0.0,
0.2646,10,maze,10000,0.0,
0.365,10,maze,10000,0.0,
0.5325,10,maze,10000,0.0,
0.5912,10,maze,10000,0.0,
0.6374,10,maze,10000,0.0,
0.7348,10,maze,10000,0.0,
0.8,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.091,10,maze,10000,0.0,
0.1793,10,maze,10000,0.0,
0.2995,10,maze,10000,0.0,
0.4004,10,maze,10000,0.0,
0.4968,10,maze,10000,0.0,
0.586,10,maze,10000,0.0,
0.6974,10,maze,10000,0.0,
0.7408,10,maze,10000,0.0,
0.8109,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1853,10,maze,10000,0.0,
0.302,10,maze,10000,0.0,
0.4145,10,maze,10000,0.0,
0.4945,10,maze,10000,0.0,
0.5675,10,maze,10000,0.0,
0.6397,10,maze,10000,0.0,
0.6755,10,maze,10000,0.0,
0.7913,10,maze,10000,0.0,
0.0311,10,maze,10000,0.0,
0.1023,10,maze,10000,0.0,
0.1926,10,maze,10000,0.0,
0.2914,10,maze,10000,0.0,
0.3845,10,maze,10000,0.0,
0.4782,10,maze,10000,0.0,
0.5691,10,maze,10000,0.0,
0.6841,10,maze,10000,0.0,
0.7224,10,maze,10000,0.0,
0.798,10,maze,10000,0.0,
0.0268,10,maze,10000,0.0,
0.0849,10,maze,10000,0.0,
0.1777,10,maze,10000,0.0,
0.2838,10,maze,10000,0.0,
0.3853,10,maze,10000,0.0,
0.511,10,maze,10000,0.0,
0.6348,10,maze,10000,0.0,
0.7179,10,maze,10000,0.0,
0.7714,10,maze,10000,0.0,
0.7981,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1829,10,maze,10000,0.0,
0.2839,10,maze,10000,0.0,
0.4111,10,maze,10000,0.0,
0.52,10,maze,10000,0.0,
0.5766,10,maze,10000,0.0,
0.6984,10,maze,10000,0.0,
0.7445,10,maze,10000,0.0,
0.8437,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0975,10,maze,10000,0.0,
0.1994,10,maze,10000,0.0,
0.2989,10,maze,10000,0.0,
0.4483,10,maze,10000,0.0,
0.5592,10,maze,10000,0.0,
0.6297,10,maze,10000,0.0,
0.7355,10,maze,10000,0.0,
0.8022,10,maze,10000,0.0,
0.8534,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1018,10,maze,10000,0.0,
0.1767,10,maze,10000,0.0,
0.2687,10,maze,10000,0.0,
0.3586,10,maze,10000,0.0,
0.4781,10,maze,10000,0.0,
0.5958,10,maze,10000,0.0,
0.7269,10,maze,10000,0.0,
0.8099,10,maze,10000,0.0,
0.8579,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0957,10,maze,10000,0.0,
0.19,10,maze,10000,0.0,
0.2775,10,maze,10000,0.0,
0.3647,10,maze,10000,0.0,
0.5228,10,maze,10000,0.0,
0.6442,10,maze,10000,0.0,
0.7552,10,maze,10000,0.0,
0.8359,10,maze,10000,0.0,
0.8962,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1066,10,maze,10000,0.0,
0.1921,10,maze,10000,0.0,
0.3001,10,maze,10000,0.0,
0.3833,10,maze,10000,0.0,
0.4926,10,maze,10000,0.0,
0.5574,10,maze,10000,0.0,
0.667,10,maze,10000,0.0,
0.7867,10,maze,10000,0.0,
0.8436,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1,10,maze,10000,0.0,
0.189,10,maze,10000,0.0,
0.3048,10,maze,10000,0.0,
0.4022,10,maze,10000,0.0,
0.507,10,maze,10000,0.0,
0.6152,10,maze,10000,0.0,
0.7166,10,maze,10000,0.0,
0.8292,10,maze,10000,0.0,
0.8916,10,maze,10000,0.0,
0.0328,10,maze,10000,0.0,
0.0865,10,maze,10000,0.0,
0.1751,10,maze,10000,0.0,
0.2886,10,maze,10000,0.0,
0.3728,10,maze,10000,0.0,
0.463,10,maze,10000,0.0,
0.6025,10,maze,10000,0.0,
0.7108,10,maze,10000,0.0,
0.805,10,maze,10000,0.0,
0.8546,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0892,10,maze,10000,0.0,
0.1849,10,maze,10000,0.0,
0.3072,10,maze,10000,0.0,
0.441,10,maze,10000,0.0,
0.5581,10,maze,10000,0.0,
0.6745,10,maze,10000,0.0,
0.7656,10,maze,10000,0.0,
0.8421,10,maze,10000,0.0,
0.9019,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0938,10,maze,10000,0.0,
0.195,10,maze,10000,0.0,
0.2892,10,maze,10000,0.0,
0.36,10,maze,10000,0.0,
0.5032,10,maze,10000,0.0,
0.6312,10,maze,10000,0.0,
0.7086,10,maze,10000,0.0,
0.7894,10,maze,10000,0.0,
0.842,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0824,10,maze,10000,0.0,
0.1671,10,maze,10000,0.0,
0.2862,10,maze,10000,0.0,
0.3933,10,maze,10000,0.0,
0.5436,10,maze,10000,0.0,
0.6465,10,maze,10000,0.0,
0.7469,10,maze,10000,0.0,
0.794,10,maze,10000,0.0,
0.8506,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0763,10,maze,10000,0.0,
0.1599,10,maze,10000,0.0,
0.2552,10,maze,10000,0.0,
0.4007,10,maze,10000,0.0,
0.4861,10,maze,10000,0.0,
0.6141,10,maze,10000,0.0,
0.6945,10,maze,10000,0.0,
0.7932,10,maze,10000,0.0,
0.8666,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1969,10,maze,10000,0.0,
0.3213,10,maze,10000,0.0,
0.4253,10,maze,10000,0.0,
0.5348,10,maze,10000,0.0,
0.6208,10,maze,10000,0.0,
0.7279,10,maze,10000,0.0,
0.8237,10,maze,10000,0.0,
0.901,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.104,10,maze,10000,0.0,
0.1983,10,maze,10000,0.0,
0.284,10,maze,10000,0.0,
0.375,10,maze,10000,0.0,
0.468,10,maze,10000,0.0,
0.564,10,maze,10000,0.0,
0.6518,10,maze,10000,0.0,
0.7258,10,maze,10000,0.0,
0.7986,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0891,10,maze,10000,0.0,
0.1853,10,maze,10000,0.0,
0.2866,10,maze,10000,0.0,
0.4017,10,maze,10000,0.0,
0.4559,10,maze,10000,0.0,
0.5417,10,maze,10000,0.0,
0.6725,10,maze,10000,0.0,
0.7338,10,maze,10000,0.0,
0.8116,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.183,10,maze,10000,0.0,
0.2474,10,maze,10000,0.0,
0.3633,10,maze,10000,0.0,
0.495,10,maze,10000,0.0,
0.5975,10,maze,10000,0.0,
0.7156,10,maze,10000,0.0,
0.8254,10,maze,10000,0.0,
0.8839,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1055,10,maze,10000,0.0,
0.1818,10,maze,10000,0.0,
0.293,10,maze,10000,0.0,
0.3939,10,maze,10000,0.0,
0.4921,10,maze,10000,0.0,
0.5575,10,maze,10000,0.0,
0.6288,10,maze,10000,0.0,
0.6939,10,maze,10000,0.0,
0.8091,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1029,10,maze,10000,0.0,
0.1849,10,maze,10000,0.0,
0.2799,10,maze,10000,0.0,
0.411,10,maze,10000,0.0,
0.5187,10,maze,10000,0.0,
0.6343,10,maze,10000,0.0,
0.7215,10,maze,10000,0.0,
0.8166,10,maze,10000,0.0,
0.8577,10,maze,10000,0.0,
0.029,10,maze,10000,0.0,
0.0961,10,maze,10000,0.0,
0.1936,10,maze,10000,0.0,
0.3117,10,maze,10000,0.0,
0.427,10,maze,10000,0.0,
0.5373,10,maze,10000,0.0,
0.6189,10,maze,10000,0.0,
0.7036,10,maze,10000,0.0,
0.7738,10,maze,10000,0.0,
0.8345,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0995,10,maze,10000,0.0,
0.1772,10,maze,10000,0.0,
0.2676,10,maze,10000,0.0,
0.351,10,maze,10000,0.0,
0.4178,10,maze,10000,0.0,
0.5021,10,maze,10000,0.0,
0.6269,10,maze,10000,0.0,
0.7163,10,maze,10000,0.0,
0.7906,10,maze,10000,0.0,
0.0354,10,maze,10000,0.0,
0.1066,10,maze,10000,0.0,
0.2002,10,maze,10000,0.0,
0.3149,10,maze,10000,0.0,
0.4152,10,maze,10000,0.0,
0.5522,10,maze,10000,0.0,
0.6632,10,maze,10000,0.0,
0.7494,10,maze,10000,0.0,
0.8097,10,maze,10000,0.0,
0.8515,10,maze,10000,0.0,
0.0226,10,maze,10000,0.0,
0.0938,10,maze,10000,0.0,
0.1799,10,maze,10000,0.0,
0.2934,10,maze,10000,0.0,
0.3588,10,maze,10000,0.0,
0.4752,10,maze,10000,0.0,
0.6046,10,maze,10000,0.0,
0.7702,10,maze,10000,0.0,
0.8253,10,maze,10000,0.0,
0.8775,10,maze,10000,0.0,
0.0268,10,maze,10000,0.0,
0.0837,10,maze,10000,0.0,
0.1734,10,maze,10000,0.0,
0.272,10,maze,10000,0.0,
0.4151,10,maze,10000,0.0,
0.5313,10,maze,10000,0.0,
0.634,10,maze,10000,0.0,
0.718,10,maze,10000,0.0,
0.7839,10,maze,10000,0.0,
0.8522,10,maze,10000,0.0,
0.0223,10,maze,10000,0.0,
0.089,10,maze,10000,0.0,
0.1795,10,maze,10000,0.0,
0.2779,10,maze,10000,0.0,
0.3813,10,maze,10000,0.0,
0.4635,10,maze,10000,0.0,
0.5901,10,maze,10000,0.0,
0.6899,10,maze,10000,0.0,
0.7576,10,maze,10000,0.0,
0.8219,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0936,10,maze,10000,0.0,
0.183,10,maze,10000,0.0,
0.2852,10,maze,10000,0.0,
0.4048,10,maze,10000,0.0,
0.4625,10,maze,10000,0.0,
0.5853,10,maze,10000,0.0,
0.6911,10,maze,10000,0.0,
0.7603,10,maze,10000,0.0,
0.8319,10,maze,10000,0.0,
0.0354,10,maze,10000,0.0,
0.0757,10,maze,10000,0.0,
0.1592,10,maze,10000,0.0,
0.2716,10,maze,10000,0.0,
0.3938,10,maze,10000,0.0,
0.4996,10,maze,10000,0.0,
0.6255,10,maze,10000,0.0,
0.7037,10,maze,10000,0.0,
0.7835,10,maze,10000,0.0,
0.8435,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1042,10,maze,10000,0.0,
0.1839,10,maze,10000,0.0,
0.2637,10,maze,10000,0.0,
0.3794,10,maze,10000,0.0,
0.4341,10,maze,10000,0.0,
0.561,10,maze,10000,0.0,
0.6198,10,maze,10000,0.0,
0.7102,10,maze,10000,0.0,
0.816,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.0902,10,maze,10000,0.0,
0.1724,10,maze,10000,0.0,
0.3067,10,maze,10000,0.0,
0.3925,10,maze,10000,0.0,
0.4882,10,maze,10000,0.0,
0.5772,10,maze,10000,0.0,
0.6445,10,maze,10000,0.0,
0.7254,10,maze,10000,0.0,
0.7911,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1002,10,maze,10000,0.0,
0.2025,10,maze,10000,0.0,
0.3074,10,maze,10000,0.0,
0.3626,10,maze,10000,0.0,
0.4778,10,maze,10000,0.0,
0.594,10,maze,10000,0.0,
0.6765,10,maze,10000,0.0,
0.7843,10,maze,10000,0.0,
0.8347,10,maze,10000,0.0,
0.0249,10,maze,10000,0.0,
0.0895,10,maze,10000,0.0,
0.1365,10,maze,10000,0.0,
0.2513,10,maze,10000,0.0,
0.351,10,maze,10000,0.0,
0.4715,10,maze,10000,0.0,
0.5848,10,maze,10000,0.0,
0.7138,10,maze,10000,0.0,
0.7934,10,maze,10000,0.0,
0.8474,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1033,10,maze,10000,0.0,
0.1896,10,maze,10000,0.0,
0.2884,10,maze,10000,0.0,
0.3898,10,maze,10000,0.0,
0.5232,10,maze,10000,0.0,
0.6096,10,maze,10000,0.0,
0.7221,10,maze,10000,0.0,
0.7964,10,maze,10000,0.0,
0.8657,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1516,10,maze,10000,0.0,
0.2796,10,maze,10000,0.0,
0.4152,10,maze,10000,0.0,
0.5337,10,maze,10000,0.0,
0.5783,10,maze,10000,0.0,
0.6943,10,maze,10000,0.0,
0.7539,10,maze,10000,0.0,
0.7968,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0957,10,maze,10000,0.0,
0.2023,10,maze,10000,0.0,
0.2913,10,maze,10000,0.0,
0.3889,10,maze,10000,0.0,
0.4877,10,maze,10000,0.0,
0.5484,10,maze,10000,0.0,
0.6595,10,maze,10000,0.0,
0.7828,10,maze,10000,0.0,
0.8289,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1068,10,maze,10000,0.0,
0.1964,10,maze,10000,0.0,
0.2721,10,maze,10000,0.0,
0.3904,10,maze,10000,0.0,
0.5217,10,maze,10000,0.0,
0.6071,10,maze,10000,0.0,
0.6939,10,maze,10000,0.0,
0.7656,10,maze,10000,0.0,
0.8334,10,maze,10000,0.0,
0.0245,10,maze,10000,0.0,
0.0824,10,maze,10000,0.0,
0.1693,10,maze,10000,0.0,
0.2629,10,maze,10000,0.0,
0.3774,10,maze,10000,0.0,
0.4921,10,maze,10000,0.0,
0.5631,10,maze,10000,0.0,
0.632,10,maze,10000,0.0,
0.7123,10,maze,10000,0.0,
0.8141,10,maze,10000,0.0,
0.0356,10,maze,10000,0.0,
0.1009,10,maze,10000,0.0,
0.1868,10,maze,10000,0.0,
0.2808,10,maze,10000,0.0,
0.3635,10,maze,10000,0.0,
0.4526,10,maze,10000,0.0,
0.5596,10,maze,10000,0.0,
0.6082,10,maze,10000,0.0,
0.6496,10,maze,10000,0.0,
0.7746,10,maze,10000,0.0,
0.0354,10,maze,10000,0.0,
