
9.31615628E8,152.0,0.0,0.0,0.0,
9.15168742E8,152.0,0.0,0.0,0.0,
9.20123462E8,152.0,0.0,0.0,0.0,
9.19390308E8,152.0,0.0,0.0,0.0,
9.09940453E8,152.0,0.0,0.0,0.0,
9.12059735E8,152.0,0.0,0.0,0.0,
9.23434199E8,152.0,0.0,0.0,0.0,
9.28956905E8,152.0,0.0,0.0,0.0,
9.27287264E8,152.0,0.0,0.0,0.0,
9.12445555E8,152.0,0.0,0.0,0.0,
9.3537729E8,152.0,0.0,0.0,0.0,
9.67004882E8,152.0,0.0,0.0,0.0,
9.14235142E8,152.0,0.0,0.0,0.0,
9.12866653E8,152.0,0.0,0.0,0.0,
9.21126336E8,152.0,0.0,0.0,0.0,
9.56859396E8,152.0,0.0,0.0,0.0,
9.19184731E8,152.0,0.0,0.0,0.0,
9.15460592E8,152.0,0.0,0.0,0.0,
9.32665969E8,152.0,0.0,0.0,0.0,
9.23072113E8,152.0,0.0,0.0,0.0,
